ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
841	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
842	3	1	1	0.000000	12.000000	8.666667	0.000000	0.000000	0	0	0
843	16	1	1	0.000000	8.625000	8.625000	0.000000	0.000000	0	0	0
844	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
845	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
846	1	1	2	0.000000	16.000000	8.000000	0.000000	0.000000	0	0	0
847	33	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
848	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
849	15	1	1	0.000000	3.600000	3.600000	0.000000	0.000000	0	0	0
850	32	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
851	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
852	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
853	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
854	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
855	27	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
856	2	1	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
857	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
858	44	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
859	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
860	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
861	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
862	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
863	25	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
864	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
865	28	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
866	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
867	24	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
868	24	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
869	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
870	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
871	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
872	1	2	2	0.000000	18.000000	2.000000	0.000000	0.000000	0	0	0
873	174	1	2	0.000000	13.591954	12.431034	0.000000	0.000000	0	0	0
874	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
875	46	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
876	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
877	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
878	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
879	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
880	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
881	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
882	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
883	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
884	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
885	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
886	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
887	5	1	2	0.000000	32.600000	6.000000	0.000000	0.000000	0	0	0
888	46	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
889	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
890	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
891	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
892	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
893	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
894	6	1	1	0.000000	4.000000	3.500000	0.000000	0.000000	0	0	0
895	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
896	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
897	19	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
898	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
899	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
900	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
901	32	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
902	28	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
903	20	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
904	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
905	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
906	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
907	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
908	21	1	1	0.000000	1.047619	1.047619	0.000000	0.000000	0	0	0
909	8	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
910	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
911	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
912	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
913	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
914	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
915	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
916	7	1	1	0.000000	2.857143	2.857143	0.000000	0.000000	0	0	0
917	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
918	1	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
919	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
920	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
921	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
922	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
923	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
924	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
925	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
926	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
927	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
928	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
929	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
930	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
931	22	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
932	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
933	27	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
934	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
935	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
936	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
937	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
938	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
939	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
940	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
941	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
942	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
943	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
944	22	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
945	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
946	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
947	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
948	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
949	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
950	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
951	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
952	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
953	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
954	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
955	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
956	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
957	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
958	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
959	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
960	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
961	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
962	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
963	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
964	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
965	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
966	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
967	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
968	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
969	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
